time,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll
0.002,-0.07679996848290643,-1.6099994082609965,1.570031497962252,0.9620002685893447,2.7503512242735617e-10
0.004,-0.07678247197584971,-1.6095462349700178,1.5697309570906104,0.9617036695459592,3.416998734285429e-09
0.006,-0.07671564221618757,-1.608656132752375,1.5691161148992372,0.9609993438922124,1.2896934746861041e-08
0.008,-0.07659183417724323,-1.6073469970876864,1.5681976545588592,0.9599033566440465,2.8250678077431877e-08
0.01,-0.07641320754344784,-1.6056359897302581,1.5669858982726386,0.9584311454768346,4.7785377978086274e-08
0.012,-0.07617064095247846,-1.6035395698308852,1.5654908282668338,0.9565975613021197,7.153544090321735e-08
0.014,-0.07587984326975372,-1.6010735200457384,1.5637220808542995,0.9544168592988734,9.631543540866618e-08
0.016,-0.07553391759883553,-1.5982529774260796,1.5616889791100796,0.9519027608594388,1.2245486013404608e-07
0.018000000000000002,-0.07515869215885572,-1.5950924555260555,1.5594005170043774,0.9490684266040977,1.460354294489785e-07
0.020000000000000004,-0.07476892450787913,-1.5916058731409608,1.556865390143846,0.9459265144512222,1.653821926943167e-07
0.022000000000000006,-0.07439161623145822,-1.587806576551093,1.5540919941836102,0.9424891786574985,1.776599135098892e-07
0.024000000000000007,-0.07404804213577619,-1.58370736454369,1.5510884426664497,0.9387681038606009,1.8143415124445172e-07
0.02600000000000001,-0.07374817155587003,-1.5793205116883033,1.5478625783634672,0.9347745270166105,1.7711541627073368e-07
0.02800000000000001,-0.07349297913315635,-1.5746577899242336,1.5444219805280919,0.9305192518493688,1.662841105995406e-07
0.030000000000000013,-0.07328164173784761,-1.56973048848711,1.5407739696890959,0.9260126589072524,1.505145638886651e-07
0.032000000000000015,-0.07310668731038263,-1.5645494345060482,1.5369256181139448,0.9212647254585495,1.3197399879590054e-07
0.034000000000000016,-0.07296126908123456,-1.5591337038896371,1.5328634519408566,0.9166759036618469,1.1215687091915616e-07
0.03600000000000002,-0.07283617195995518,-1.5534993279343217,1.528579670241853,0.9125414432031147,9.261820709296075e-08
0.03800000000000002,-0.07271264657509083,-1.547656282205828,1.5240794283587358,0.908910152515042,7.59264642958033e-08
0.04000000000000002,-0.07258274161402176,-1.5416144911015923,1.5193668402037346,0.9058467655402646,6.270605377088912e-08
0.04200000000000002,-0.07244164384701153,-1.5353816845598194,1.5144501392413938,0.9033342588215216,5.304887450611736e-08
0.044000000000000025,-0.072283056639436,-1.5289626052636194,1.5093437139874677,0.9012333178095595,4.72327065175737e-08
0.04600000000000003,-0.07210353233377914,-1.5223610842618231,1.5040632390722086,0.8993716759312129,4.508323447795214e-08
0.04800000000000003,-0.07190383292134843,-1.5155811886051789,1.4986229446401644,0.8975950578664005,4.5867561893490474e-08
0.05000000000000003,-0.07167784185633175,-1.5086246636601732,1.4930419180520318,0.8956483635698943,4.98952982140579e-08
0.05200000000000003,-0.07143598554285442,-1.5014983239512314,1.4873259590694383,0.8935167761177972,5.513223061418546e-08
0.054000000000000034,-0.07118977698969599,-1.4942096715778104,1.481478262924364,0.8912308502732138,5.977554386992137e-08
0.056000000000000036,-0.07094867234451677,-1.4870974658801757,1.4755232567755947,0.8888412201151822,6.273294142272596e-08
0.05800000000000004,-0.07071108718072885,-1.480374222645995,1.4694824643344855,0.8862850514213853,6.458831820369219e-08
0.06000000000000004,-0.07047895031074355,-1.474238106559515,1.4633713394109678,0.8835842265275304,6.531922306438937e-08
0.06200000000000004,-0.07025597985790037,-1.4687568297645683,1.4571933942321673,0.8808103989818967,6.463076554666313e-08
0.06400000000000004,-0.0700397811931835,-1.4639050638815725,1.4509492414245817,0.8779703623760352,6.310523249100205e-08
0.06600000000000004,-0.06983262265174592,-1.4596599715141072,1.4446355361157397,0.8751456240271179,6.058285386125154e-08
0.06800000000000005,-0.06963487985431516,-1.455998037597953,1.438250263332561,0.8723935500182222,5.720734323049429e-08
0.07000000000000005,-0.06942782956124871,-1.4523651197166745,1.4317697133476062,0.8694945593604925,5.5583735958758586e-08
0.07200000000000005,-0.06921515313898723,-1.4487053746817335,1.425188012401336,0.8665441526305371,5.484147385854938e-08
0.07400000000000005,-0.06899451483037254,-1.4448468281916835,1.4184966056750519,0.8635400746023523,5.5072612481254165e-08
0.07600000000000005,-0.06877170912696122,-1.4408264241845627,1.4116960865427262,0.8605829681173418,5.5287102290709334e-08
0.07800000000000006,-0.068550152670786,-1.4366613125351109,1.4047882904820275,0.8577248155206892,5.502138785143022e-08
0.08000000000000006,-0.06833158413474173,-1.4323772373136483,1.397911439949376,0.8549739452817097,5.397417569485163e-08
0.08200000000000006,-0.06811560592301052,-1.427989980124975,1.3913311968579158,0.8522955117571825,5.2041115461789475e-08
0.08400000000000006,-0.06790327399120881,-1.4235578652243455,1.3852646801395703,0.8496797747009252,4.902553756121094e-08
0.08600000000000006,-0.06769776453557097,-1.4191830442634719,1.3798120748038034,0.8471569773930903,4.465714342566651e-08
0.08800000000000006,-0.0674982190805859,-1.4148714897517898,1.374954586018419,0.8447084484961774,3.941445358204267e-08
0.09000000000000007,-0.06730164201723253,-1.4105849137617807,1.3706724222537578,0.8422871629326809,3.397089016056871e-08
0.09200000000000007,-0.06711045350644618,-1.406404231384972,1.3669506745149054,0.8399261088667413,2.8152831554058256e-08
0.09400000000000007,-0.06692489386269274,-1.4023568143604532,1.363772785231366,0.8376276759511444,2.2109925129919363e-08
0.09600000000000007,-0.0667448156001541,-1.3984434057184747,1.361000099092118,0.8353969313448156,1.6169332767257714e-08
