time_s,cmd_shoulder_pan_deg,cmd_shoulder_lift_deg,cmd_elbow_flex_deg,cmd_wrist_flex_deg,cmd_wrist_roll_deg
0.0,-4.400300129844152,-92.24587511796308,89.95405213359008,55.118342772340554,0.0
0.002,-4.389011630316074,-92.00922818775172,89.72328463021647,54.97694255689751,0.0
0.004,-4.379309920335971,-91.80584598634563,89.52495540275852,54.85541853344867,0.0
0.006,-4.370279645272038,-91.6165394387811,89.34035212345663,54.742304931736214,0.0
0.008,-4.360530200465863,-91.41215654635971,89.14104706687195,54.62018297986705,0.0
0.01,-4.351730206595834,-91.22767750819865,88.9611513588517,54.5099538899845,0.0
0.012,-4.3429286390502195,-91.04316548022392,88.78122348064046,54.399705088176006,0.0
0.014,-4.333493404802471,-90.8453695539362,88.58834173885694,54.281518950853794,0.0
0.016,-4.325366419524195,-90.6749991594304,88.42220414918373,54.17971999463358,0.0
0.018000000000000002,-4.317047445824576,-90.50060400765429,88.25214179620966,54.075516183448116,0.0
0.020000000000000004,-4.308899478205169,-90.32979374896594,88.08557527065656,53.973454401548636,0.0
0.022000000000000006,-4.30022275558928,-90.14789891287737,87.90819956093058,53.86476941253175,0.0
0.024000000000000007,-4.291628913220855,-89.96774154030986,87.73251814793012,53.75712258494795,0.0
0.02600000000000001,-4.283830826139795,-89.80426601686553,87.57310412817398,53.65944342125017,0.0
0.02800000000000001,-4.26578129174102,-89.42588385043231,87.20412276090713,53.43335420130688,0.0
0.030000000000000013,-4.255055643513761,-89.20103627691783,86.98486146251119,53.29900428471004,0.0
0.032000000000000015,-4.245394324540334,-88.99850081406315,86.787357936622,53.17798620069378,0.0
0.034000000000000016,-4.236688751205391,-88.81600116472356,86.6093924400612,53.06893982636791,0.0
0.03600000000000002,-4.226269969717162,-88.59758660487886,86.39640432890847,52.93843373533028,0.0
0.03800000000000002,-4.2163358803090425,-88.38933290765104,86.19332463658088,52.81399891748361,0.0
0.04000000000000002,-4.20636035077719,-88.18021047866267,85.98939779589054,52.689045018920396,0.0
0.04200000000000002,-4.196629790078033,-87.97622346400557,85.79047878159777,52.56715961016257,0.0
0.044000000000000025,-4.187472571850261,-87.78425573813664,85.60328044022262,52.45245591309058,0.0
0.04600000000000003,-4.179601046575245,-87.61924069005337,85.4423651448869,52.35385685951538,0.0
0.04800000000000003,-4.170981500838936,-87.43854448386224,85.26615828543359,52.245888070474486,0.0
0.05000000000000003,-4.162777930015534,-87.26656858509016,85.09845507979884,52.14312980052496,0.0
