time_s,q_shoulder_pan_deg,q_shoulder_lift_deg,q_elbow_flex_deg,q_wrist_flex_deg,q_wrist_roll_deg
0.0,-4.4003158666,-92.24620501609999,89.9543738355,55.1185398916,0.0
0.002,-4.400315666985811,-92.24620778021945,89.95657600003226,55.11858313728602,1.5066380945036598e-08
0.004,-4.399292160105513,-92.22027022800381,89.93975587634905,55.10131324491056,1.975886548633249e-07
0.006,-4.396371311573302,-92.16929667116165,89.9049132853844,55.06069333168344,6.245416692093945e-07
0.008,-4.391181368760713,-92.09431252487414,89.85266080232569,54.99764332951653,1.286719185420201e-06
0.01,-4.383624403125999,-91.99630117732274,89.78359043805199,54.913047496722996,2.1389326500788927e-06
0.012,-4.374041261428003,-91.87620568124291,89.69827421076413,54.80775557940834,3.086980255560824e-06
0.014,-4.362956345534166,-91.7349304073719,89.5972648893124,54.682584291333576,4.0313624766717495e-06
0.016,-4.350893173492149,-91.57334263190795,89.48109667958717,54.53831868392905,4.893137576619461e-06
0.018000000000000002,-4.338549848414437,-91.39236732001466,89.35007580448658,54.379832112035146,5.586422951619535e-06
0.020000000000000004,-4.326484217447054,-91.19301659989445,89.20421552357823,54.21747269933088,6.060290034332607e-06
0.022000000000000006,-4.315124305483601,-90.97622956198676,89.04359941689141,54.060094825349815,6.294303095355763e-06
0.024000000000000007,-4.304655314165294,-90.7428298472729,88.86848263234488,53.913051114891545,6.307940253448944e-06
0.02600000000000001,-4.29512364939716,-90.49355427958318,88.6792324119046,53.77927455439741,6.1384647690405205e-06
0.02800000000000001,-4.286548996720987,-90.22908598908148,88.47625713157852,53.660610434428044,5.821904346876565e-06
0.030000000000000013,-4.277552339288525,-89.94964709547257,88.26095178677818,53.539444410149514,5.576765465435673e-06
0.032000000000000015,-4.268006236494285,-89.65581461770948,88.03382160279989,53.41457485924276,5.408783639535253e-06
0.034000000000000016,-4.2580110213272215,-89.34819829436616,87.79522312128931,53.287327930447034,5.291235028610219e-06
0.03600000000000002,-4.247819518486319,-89.0377407331694,87.546075729325,53.16087735770007,5.184742470123674e-06
0.03800000000000002,-4.237442836035806,-88.73679619287061,87.28755901532337,53.03477138605098,5.090634364647197e-06
0.04000000000000002,-4.226973137887992,-88.45518120878728,87.02061241512914,52.9093575442192,4.998099435734333e-06
0.04200000000000002,-4.21649027452004,-88.19803360035078,86.74586188181814,52.78463720568744,4.898757914500576e-06
0.044000000000000025,-4.206089878255676,-87.96693436049978,86.46366962418307,52.66084485760481,4.78283802999323e-06
0.04600000000000003,-4.195908768110039,-87.76135355913411,86.17420867017513,52.53894488245086,4.636576930672975e-06
0.04800000000000003,-4.186187338082057,-87.5810914248648,85.87757757247999,52.42158124417035,4.435461684671263e-06
0.05000000000000003,-4.176967083782005,-87.42071333034784,85.57365968477421,52.3088510994283,4.186074083224368e-06
0.05200000000000003,-4.168262588307658,-87.27562761286029,85.2769658023102,52.199981793260456,3.879992260571268e-06
0.054000000000000034,-4.1594063687133875,-87.12559967146368,84.98812923546953,52.085988888756,3.615479672724927e-06
0.056000000000000036,-4.150198944787448,-86.96263597120428,84.71293479461123,51.96475630042648,3.404336383048857e-06
0.05800000000000004,-4.140594085184135,-86.78352587641835,84.45603641294282,51.83671170277944,3.2373195115034976e-06
0.06000000000000004,-4.129653263323207,-86.5870059697817,84.20264050676897,51.69158212272212,3.252216523809927e-06
0.06200000000000004,-4.117192750177499,-86.37327684098803,83.94706839298253,51.528396955176824,3.4436014998629284e-06
0.06400000000000004,-4.103309337235152,-86.1427719421099,83.68574833444497,51.34938870871402,3.7645921063941095e-06
0.06600000000000004,-4.088430474162197,-85.89633345488316,83.41939385923322,51.160476400799304,4.126422529712502e-06
0.06800000000000005,-4.073207481851077,-85.63512518059217,83.15247271014158,50.96989709596449,4.4231219572116625e-06
0.07000000000000005,-4.058267839052459,-85.36029343608375,82.88997265799,50.78517551166409,4.573794695593463e-06
0.07200000000000005,-4.043946600151719,-85.07256627924451,82.63334484301451,50.60989604165045,4.5599038143919465e-06
0.07400000000000005,-4.03010405290305,-84.77196817237746,82.37742732921518,50.44157548642687,4.441400765110296e-06
0.07600000000000005,-4.0149778439551636,-84.4575730948833,82.11178438615075,50.256314215654186,4.494100602332037e-06
0.07800000000000006,-3.9992631164513415,-84.13011368634388,81.83629297488315,50.06306882982531,4.589499608027384e-06
0.08000000000000006,-3.9837579511261763,-83.79032273950808,81.55075305398702,49.8722178194446,4.610546154035166e-06
0.08200000000000006,-3.9691296420346345,-83.43906831670658,81.25756712787887,49.692192135232204,4.479201013122441e-06
0.08400000000000006,-3.9559553083345333,-83.09235679285165,80.97216624353206,49.529925055706684,4.135037265629724e-06
0.08600000000000006,-3.9444939568100157,-82.77148719626774,80.7066123763905,49.38859866360351,3.581112924680241e-06
0.08800000000000006,-3.9344737929573737,-82.48311149891165,80.4629729510829,49.26449770236149,2.9028685782556023e-06
0.09000000000000007,-3.9256065628925167,-82.23049965376012,80.2421822639061,49.15382120141398,2.172709492816445e-06
0.09200000000000007,-3.917215692895873,-82.00410339816678,80.03615337596374,49.04785752497976,1.5100279143676953e-06
0.09400000000000007,-3.908946029339129,-81.79877713155881,79.84114198321848,48.94230050637239,9.61126740060341e-07
0.09600000000000007,-3.9006936963409142,-81.61232772855965,79.65644166440788,48.836243087009564,5.240784925947931e-07
0.09800000000000007,-3.892455162636368,-81.44244898998006,79.48173245322062,48.73010584291082,1.816556892845249e-07
0.10000000000000007,-3.884111912076828,-81.28239066734788,79.3132906152453,48.622754355555074,-6.217618871588151e-08
0.10200000000000008,-3.875350524757625,-81.12006461733507,79.14284507696797,48.51044092001233,-1.743516915934161e-07
0.10400000000000008,-3.8661746378539465,-80.95122833784757,78.9679372141249,48.39350353857778,-1.7874636781941145e-07
0.10600000000000008,-3.8565338328561514,-80.77099212806209,78.78513157668466,48.27144903381846,-8.71760004158047e-08
0.10800000000000008,-3.8464488193380246,-80.5772089815907,78.59273079065365,48.144598709826184,7.861448544233428e-08
0.11000000000000008,-3.8360789493683116,-80.37216656088464,78.39228629345955,48.01497151519365,2.7845785935846406e-07
0.11200000000000009,-3.825572812659651,-80.15885150655649,78.18578619284104,47.884329663170426,4.810154747962649e-07
0.11400000000000009,-3.815069601858899,-79.94080208513364,77.97566166566075,47.75423241881054,6.621123048411506e-07
0.11600000000000009,-3.804806901943502,-79.72443478945016,77.76680296509446,47.627486429928716,7.867769276179619e-07
0.11800000000000009,-3.794942518150861,-79.51443222899368,77.56296197996184,47.50583264558885,8.396798338421209e-07
0.12000000000000009,-3.784207045502383,-79.28708358604744,77.34717791705657,47.372127426532806,1.024680549108096e-06
0.1220000000000001,-3.772589335574001,-79.04308195889276,77.1198879668263,47.22635481003341,1.3140092323757642e-06
0.1240000000000001,-3.7605645267379804,-78.78673369768313,76.8814021244078,47.07530017843302,1.6185190203897758e-06
0.12600000000000008,-3.748437702961567,-78.52639842149922,76.63494757884239,46.923259583238334,1.8875258960611846e-06
0.12800000000000009,-3.7366508693229266,-78.27389484348696,76.39023157861492,46.77595652811639,2.0544249900281973e-06
0.1300000000000001,-3.7255534388132925,-78.03825144006237,76.15557358108966,46.63776058476639,2.0809687366531155e-06
0.1320000000000001,-3.7146744273999994,-77.80823030663008,75.92334826841032,46.502193515910804,2.066950537874009e-06
0.1340000000000001,-3.7042068775278834,-77.58861897713885,75.69883691972521,46.371636315341476,1.9884128935065943e-06
0.1360000000000001,-3.6941152233739243,-77.37833761397242,75.48262249934501,46.2454992644336,1.8631534405595564e-06
0.1380000000000001,-3.6836798699501108,-77.15977943739324,75.26147574880508,46.114293548681204,1.8142729033145565e-06
0.1400000000000001,-3.673064096198304,-76.93709978105316,75.03909055338526,45.98037317477819,1.8006801471539517e-06
0.1420000000000001,-3.6619394709755975,-76.70252737496205,74.80911482974399,45.839640958867136,1.867160716853048e-06
0.1440000000000001,-3.6501342503398417,-76.45234999353191,74.56797094714587,45.69013727345475,2.0242966332476633e-06
0.1460000000000001,-3.6378935930816008,-76.19300410100483,74.31994411485809,45.53540249870996,2.214045068975623e-06
0.1480000000000001,-3.625173014157845,-75.9237033137414,74.06354237276499,45.375029595465655,2.4354887939243778e-06
0.1500000000000001,-3.6125508511062097,-75.6585591471394,73.80955610972293,45.21673214728016,2.588842402237682e-06
0.1520000000000001,-3.599911482302983,-75.39435509929353,73.55514908279814,45.05884684081593,2.704917612673733e-06
0.1540000000000001,-3.586691101730181,-75.11729063281314,73.29048258808706,44.89364543046018,2.877618058845795e-06
0.1560000000000001,-3.573270183441762,-74.83634396587429,73.02037408606624,44.72625980228599,3.03685008088727e-06
0.1580000000000001,-3.559833156144863,-74.55578602893809,72.7482523171395,44.558959972081624,3.154456316483455e-06
0.16000000000000011,-3.546480362389078,-74.2777182671146,72.4761202182164,44.39286066441091,3.2214236304748875e-06
0.16200000000000012,-3.5330594798297468,-73.998093022218,72.20114578011079,44.225736864397625,3.271191525372626e-06
0.16400000000000012,-3.519315324534155,-73.7105906964263,71.91855639360195,44.05409110061405,3.3470885275821345e-06
0.16600000000000012,-3.5052340556022017,-73.41504891536174,71.62843293449176,43.87775115280874,3.4449240818854114e-06
0.16800000000000012,-3.4908196208619584,-73.11183232819492,71.33122076109427,43.69684538782874,3.558220514822112e-06
0.17000000000000012,-3.4764172412765864,-72.80956269831748,71.03415718840863,43.51606368397279,3.6269292227424653e-06
0.17200000000000013,-3.4626545646479987,-72.52330825059859,70.75010990499052,43.34376617190299,3.5580522590908197e-06
0.17400000000000013,-3.4499367029972006,-72.26205380706566,70.48747316246389,43.18518400404847,3.314328918637454e-06
0.17600000000000013,-3.4380600466713105,-72.0195944742697,70.24238199533113,43.03734206395232,2.9659740930193373e-06
0.17800000000000013,-3.425198111182262,-71.7610655993947,69.98682404356165,42.875618963798054,2.822960893153206e-06
0.18000000000000013,-3.4107590343293595,-71.48703493335866,69.72139614480825,42.69628363351423,2.9257004851376722e-06
0.18200000000000013,-3.3955847604083718,-71.19824250156914,69.44607128033205,42.50618940548899,3.108804722077426e-06
0.18400000000000014,-3.3805428646259457,-70.89550228824866,69.16051161247314,42.31757709829601,3.2332971250594927e-06
0.18600000000000014,-3.366201969768914,-70.59383085580994,68.87366530428724,42.13830254237186,3.2218852938442525e-06
0.18800000000000014,-3.353025137490817,-70.30769934137543,68.5974073843244,41.97434975047549,3.02473417454007e-06
0.19000000000000014,-3.341122767579194,-70.04327578382191,68.33756705490103,41.826816117014324,2.6597540568252233e-06
0.19200000000000014,-3.330487742056133,-69.80374693498419,68.09799629465226,41.69520506624998,2.1617608198340052e-06
0.19400000000000014,-3.32096518179583,-69.58821144751252,67.87938440386989,41.57711878952439,1.5843197093566532e-06
0.19600000000000015,-3.3112951992326844,-69.36832028494167,67.65941999902026,41.45554459480154,1.1513805676221542e-06
0.19800000000000015,-3.3015286779150563,-69.14798776296354,67.44152700660183,41.33153734759228,8.283591065419912e-07
0.20000000000000015,-3.291825758691429,-68.93288716703314,67.23038056816611,41.20771565658667,5.694417052659351e-07
0.20200000000000015,-3.2822731123882054,-68.72583568559102,67.02821208965956,41.085683982493045,3.501475182936491e-07
0.20400000000000015,-3.2730736291253177,-68.53156263964391,66.83880112979385,40.96852091673195,1.3238637446106164e-07
0.20600000000000016,-3.2642762639337315,-68.35021774718064,66.6621833408217,40.85707293432078,-8.851257739450665e-08
0.20800000000000016,-3.2553317846893415,-68.16698513679427,66.48584104044306,40.74402373510226,-2.1815333042272287e-07
0.21000000000000016,-3.246338253814861,-67.9833047260003,66.31035308266995,40.630824094878776,-2.8760210203482153e-07
